,,COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,,,,,,,,,,,,,
Shakira,33,z12rihewvsi0fxgui23bi31bulqvfj5vk,ovidiu mitricioiu,2015-05-26T08:11:50.918000,"&#8220;@YoureGayIf: .@1227jarred Shut up, faggot.&#8221;&#128514;Set himself up",0,,,,,,,,,,,,,
Shakira,34,z12wc5uotu3gz1pwd04ce1ly2vjuvxphxuk0k,Agung Handono Susilo,2015-05-26T03:34:08.887000,&#8220,0,,,,,,,,,,,,,
Shakira,35,z13lgjaxhnbzuxxmd22iyh24cwqqwpfiz04,Nimesh Nambiar,2015-05-26T03:17:53.672000,"&#8220;@YungEthiopian: "" I got a natural mean face"" ""i be havin mean mugs and ion even be knowin"" bitch shut the fuck up&#8221;right",s such an awesome entertainer. And pretty too! &lt,3 Shakira!﻿,0,,,,,,,,,,,
Shakira,36,z13gv1bxbuytgjl3o23fdr5r3kaadbbm1,‫حلم الشباب‬‎,2015-05-25T23:42:49.533000,&#8220,1,,,,,,,,,,,,,
Shakira,37,z13vf1mwauyjgj23q22vtppxjlnihr2ro04,Zcoria Kelly,2015-05-25T22:43:48.266000,"&#8220;@ZvckSlvt3r704: My sister shittin on you hos once again ""@VSamone: wodeh bout dat action http://t.co/nzHXA8GuA5""&#8221;&#128536;&#128536;&#128536;",0,,,,,,,,,,,,,
Shakira,38,z13fsxq5coffdz54p04cjxzppp3ezhhw0u40k,Spider Girl,2015-05-25T21:31:01.689000,&#8220,0,,,,,,,,,,,,,
Shakira,39,z12afj2p2pniy1idm23wclt4ox2wujzj004,Ernest Foli,2015-05-25T21:08:10.798000,"&#8220;@_4ever_slim: U look like a cotton picker tho 

RT @KB_Three: About to put in field work &#127944;&#8221; damn dee got all the jokes",0,,,,,,,,,,,,,
Shakira,40,z13ue30j3uywfdivm23zgtzoflv0fhqce,Laura Gray,2015-05-25T19:56:09.670000,&#8220,0,,,,,,,,,,,,,
Shakira,41,z12wuxjqmqjbyjab404cidxofne4ftup35c,Trygve Nilsen,2015-05-25T19:48:16.265000,&#8220,0,,,,,,,,,,,,,
Shakira,42,z13iuzxghsypjtfwy04ccnewbqbde3qwea0,Сергей Андреевич,2015-05-25T18:00:22.486000,&#8220,0,,,,,,,,,,,,,
Shakira,43,z13yi50hjzqgitubv04cfhzyby3ystsrh5g,adey lanre,2015-05-25T16:39:15.791000,&#8220,0,,,,,,,,,,,,,
Shakira,44,z13udxpqgtnnxt10o232vhgbspnveld0c,bossdon redhouse,2015-05-25T15:53:41.740000,&#8220,0,,,,,,,,,,,,,
Shakira,45,z13ywdzqsnmjhts2v22qzrhpxzn5frizg04,Eidya Pal,2015-05-25T14:43:55.353000,&#8220,0,,,,,,,,,,,,,
Shakira,46,z135znoyckynyhfyc04cj1qzturycx24aw40k,Ed Garcon,2015-05-25T14:05:41.188000,&#8220,0,,,,,,,,,,,,,
Shakira,47,z13uxtggrz25vlgcy225xf5yqweagnrra04,rachel perez,2015-05-25T14:05:18.188000,&#8220,0,,,,,,,,,,,,,
Shakira,48,z13ijbpyhnvtddsue223c3pgilfjs3pmv,Ibtihal Baho,2015-05-25T11:21:16.857000,&#8220,0,,,,,,,,,,,,,
Shakira,49,z13cvpcyiqr5xnfmj235exiwvlqre514d04,Viv Varghese,2015-05-25T08:59:50.837000,&#8220,0,,,,,,,,,,,,,
Shakira,50,z12csjyqqru3tvlcb22hz3vrrn3jzfzyg04,Thiago Andrade,2015-05-25T08:08:49.121000,&#8220,0,,,,,,,,,,,,,
Shakira,51,z12bfraboyajftgbz04ccbkr3xjxfxyxsew,Abdullah Fawzi,2015-05-25T06:25:22.319000,&#8220,1,,,,,,,,,,,,,
Shakira,52,z132svd4fvq1wntfd221w5szfzezjri2r,Abdullah Fawzi,2015-05-25T06:23:24.405000,&#8220,1,,,,,,,,,,,,,
Shakira,53,z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,Nash Alema,2015-05-25T03:09:41.790000,&#8220,0,,,,,,,,,,,,,
Shakira,54,z12qufrhtzvrzztje04chhmadyu3glopkm00k,Russian soldier sniper,2015-05-25T02:38:54.495000,"&#8220;@_Dominiquecs: @Thompson_Era hahaha! She to much of a thottie for you!&#8221;

Never fear Captain Save-A-Thot is here to save that hoe &#128526;",0,,,,,,,,,,,,,
Shakira,55,z121ireiytz2f1xzz04cc5fznlnchb1jphg,Toby Bywater,2015-05-25T01:47:45.053000,&#8220,1,,,,,,,,,,,,,
Shakira,56,z13wgdwwuralul0ki23fuxqxvrbmunwkf,Mohammed Yousef,2015-05-24T22:42:30.198000,&#8220,0,,,,,,,,,,,,,
Shakira,57,z12hsre40qqswblvg22kvlrhgznxul1xu04,JH Simene,2015-05-24T22:24:17.416000,&#8220,ll promise i&#39,ll sub back﻿,1,,,,,,,,,,,
Shakira,58,z13uw5rqqwu4ufqli224fvzryy2vwlyk4,MmmHmmm,2015-05-24T20:38:33.832000,"&#8220;@_Jiare: &#8220;@WB_Pooh_3x: Where the bitches at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;",t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0,,,,,,,,,,,,
Shakira,59,z13lhxc4yoidt5hdn23jydg5nkuehblxs04,Angelica Figueroa,2015-05-24T20:29:41.546000,"&#8220;@_KingCorey_: I got the giggles because I'm a fag, I ain't gon' lie lol &#128514;&#128514;&#8221;",0,,,,,,,,,,,,,
Shakira,60,z12zcxyjxof0ihx4w04cf1gojz3zwnty4ts0k,Syed Akbar Ali,2015-05-24T19:33:39.585000,&#8220,1,,,,,,,,,,,,,
Shakira,61,z134ufywgmy5yny1223bvdkxvleyjj2ik04,Oreoluwa Ajjayi,2015-05-24T16:05:33.401000,&#8220,0,,,,,,,,,,,,,
Shakira,62,z12uvzpw4tufgf2qw04chd5abu3uvf4rw5o,Eric Gonzalez,2015-05-24T15:35:03.844000,&#8220,0,,,,,,,,,,,,,
Shakira,63,z13zj535dsqgcfyot04cixgics3zdrspsqw0k,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,2015-05-24T14:57:52.858000,"&#8220;@_OneBadCreation: Boyfriends that'll eat yo pussy all day long 

Ur da real mvp &#128557;&#128079;&#8221; http://t.co/6dImZ71MPV",0,,,,,,,,,,,,,
Shakira,64,z13it35hwti1uf0ea22ju5dxoyqiubdso,Tierra Carbon,2015-05-24T14:21:54.411000,&#8220,0,,,,,,,,,,,,,
Shakira,65,z133xfvjenv5vfr0o22nhfrawr2ve3gp004,Lala Ella,2015-05-24T14:16:59.411000,&#8220,0,,,,,,,,,,,,,
Shakira,66,z13azdiwulmkf5kmr22cwbpq1zrntfxby04,Alexander Solli,2015-05-24T12:32:18.770000,"&#8220;@_PlayaChris: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got &amp; don't got &#128514;&#128514;&#8221;",1,,,,,,,,,,,,,
Shakira,67,z13lih3oztyagltwo04ceh3rezv2hfx5aj4,Arvind Pandey,2015-05-24T11:55:30.385000,&#8220,0,,,,,,,,,,,,,
Shakira,68,z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,Abdou Abdou,2015-05-24T10:01:03.912000,&#8220,0,,,,,,,,,,,,,
Shakira,69,z12lth44woywehejy04cilgh2lejztjapi0,MOHAMED THASLEEM,2015-05-24T07:03:59.488000,&#8220,0,,,,,,,,,,,,,
Shakira,70,z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,Haolin Tan,2015-05-24T03:55:10.367000,&#8220,0,,,,,,,,,,,,,
Shakira,71,z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,Lupitaochoa Dieciseis,2015-05-24T03:02:38.357000,&#8220,0,,,,,,,,,,,,,
Shakira,72,z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,Carmen W,2015-05-24T01:36:23.815000,&#8220,0,,,,,,,,,,,,,
Shakira,73,z12uu1ni2uqrvzfhf04cflg4ezqmjnfzzu00k,Hamilton44,2015-05-23T22:08:55.169000,&#8220,0,,,,,,,,,,,,,
Shakira,74,z13teltr2ljvx1cgd04cihnpetm1xlwxm3g,Leedl bagginshield,2015-05-23T21:27:36.596000,&#8220,0,,,,,,,,,,,,,
Shakira,75,z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,Athena Gomez,2015-05-23T20:45:58.511000,&#8220,0,,,,,,,,,,,,,
Shakira,76,z13zt31xrsrvcxtsz23dgvob4y21t3ppt04,Athena Gomez,2015-05-23T20:44:51.396000,&#8220,p﻿,0,,,,,,,,,,,,
Shakira,77,z12iyf2wkybwerg5104cddairnrzf5vwoog0k,Anastasia Trevla,2015-05-23T18:35:07.666000,&#8220,0,,,,,,,,,,,,,
Shakira,78,z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,Jessica Onyekwere,2015-05-23T17:42:14.383000,&#8220,0,,,,,,,,,,,,,
Shakira,79,z13fyrra1pres5hbj04chzwabkels11pe5c,GamingWith Kim,2015-05-23T17:40:19.322000,&#8220,3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,0,,,,,,,,,,,,
Shakira,80,z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,Raphael Lipusch,2015-05-23T17:07:04.122000,&#8220,0,,,,,,,,,,,,,
Shakira,81,z13isvpjcwadtnxfa23sdd0ipp20wzxdd,rtfamily,2015-05-23T16:45:03.492000,&#8220,1,,,,,,,,,,,,,
Shakira,82,z12wu1hapwjnvdrwe04cdj4ogu31cpjgnbw,KAM IL,2015-05-23T16:06:50.834000,"&#8220;@__nijel: This hoe Mimi said ""I hurt my hand"" &#128529;&#8221;&#128514;&#128514;&#128514; bitch her throat &#128514;&#128514;",0,,,,,,,,,,,,,
Shakira,83,z122s1uitnfitv4ru04cet2jquumwz1zsyc0k,Madalynn Miller,2015-05-23T12:51:30.214000,&#8220,1,,,,,,,,,,,,,
Shakira,84,z13iefh5fqbhincpi04cfrcaxxzuwfdpgtc0k,ashwini praveena,2015-05-23T12:47:50.445000,&#8220,0,,,,,,,,,,,,,
Shakira,85,z12dsplrsvfauj5ej222hhnyyxzffreei,Karol Martinez Restrepo Martinez,2015-05-23T12:16:41.723000,&#8220,0,,,,,,,,,,,,,
Shakira,86,z12ps3yhzryuzlg4504cezaxkwrjx3cpkgg,Hidayet Özsoy,2015-05-23T10:46:16.850000,&#8220,0,,,,,,,,,,,,,
Shakira,87,z13lvdcijuj5znbge04cc1iawv3eezsbbjo,Рустем Ахметов,2015-05-23T10:13:32.711000,&#8220,0,,,,,,,,,,,,,
Shakira,88,z13cgt0yjtnaxfivx23xx1iwgoymxhu5504,Orlando Saeroon,2015-05-23T09:50:45.142000,&#8220,0,,,,,,,,,,,,,
Shakira,89,z123ydw50qjkfzm5s04cdlzziubxtz0ijfk,redouane najja,2015-05-23T08:57:27.240000,&#8220,1,,,,,,,,,,,,,
Shakira,90,z13bchrxcyruufz4004chdjrzobevxc45ug0k,Manish Ray,2015-05-23T08:55:07.512000,"&#8220;@_chrisbrazell: Fuck The Girls , Peep How He Change When A Nigga Squared Up Against Him &#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/FZx4ws7eeE&#8221; &#128514;&#128514;&#128514;&#128514; bitch ass",0,,,,,,,,,,,,,
Shakira,91,z12wwjbpsru3dnrkk22ec1qrjm2fzdmte,Misako Detenamo,2015-05-23T07:27:41.917000,&#8220,0,,,,,,,,,,,,,
Shakira,92,z12zfrwpllnfh34pz04ccvurqymehl5jdmo0k,Naseeb Jan,2015-05-23T07:12:18.941000,&#8220,0,,,,,,,,,,,,,
Shakira,93,z13zibwb3vaczhraj04cct2hppnuwtbwjq00k,Martis Zelvis,2015-05-23T05:49:17.300000,"&#8220;@_heyshelby: Bitch I'm on, bitch I'm on my griiind&#8221; thug luuuuuuv",0,,,,,,,,,,,,,
Shakira,94,z12zujgautikhxpn122mixwjkwavuldmd,alejandro rojas,2015-05-23T03:50:04.006000,&#8220,0,,,,,,,,,,,,,
Shakira,95,z13aznjg2ojwjlknm23yjbt4uniuepuxs04,Dunrell Pinder,2015-05-23T02:57:54.433000,&#8220,0,,,,,,,,,,,,,
Shakira,96,z12ijbn5grjidp3vj23psvhyjvv2djpol04,Angie Vazquez,2015-05-23T02:51:23.999000,&#8220,I love shakira&lt,333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,0,,,,,,,,,,,
Shakira,97,z13wd3dwlrifgl3mj22vcdci0yiaubueb,Hermen De Greef,2015-05-22T21:46:43.778000,&#8220,1,,,,,,,,,,,,,
Shakira,98,z13psdarpuzbjp1hh04cjfwgzonextlhf1w,bilal bilo,2015-05-22T20:36:36.926000,"&#8220;@_nicolehayley_: @Thompson_Era ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221;

Yass! I'm glad you speak your mind to these 2faces hoes",0,,,,,,,,,,,,,
Shakira,99,z13qitsgikv1szy2023jzjdg3pike1yw004,twee gekkos,2015-05-22T20:10:26.759000,&#8220,0,,,,,,,,,,,,,
Shakira,100,z13csdjytri2zxib404cf52g5szadlnbmf0,Robin Turnbull,2015-05-22T18:19:26.548000,&#8220,0,,,,,,,,,,,,,
Shakira,101,z12xdzogizvptt10e221cxqx2uvsslggp04,Jobs Ho 何祯喬,2015-05-22T13:23:20.077000,&#8220,0,,,,,,,,,,,,,
Shakira,102,z12jdvqjrquct3bdj22yizigauehxj4ew,Lucia Scarlet,2015-05-22T11:56:53.104000,&#8220,0,,,,,,,,,,,,,
Shakira,103,z13ldttruqm1x1wsz23qcdlq4saefnkew,Wiki Smolinska,2015-05-22T09:47:17.977000,&#8220,0,,,,,,,,,,,,,
Shakira,104,z13dfprydrvlvl4u323qy515dzzgtzeej,black tiger,2015-05-22T05:23:38.336000,&#8220,0,,,,,,,,,,,,,
Shakira,105,z13oxvzqrzvyit00322jwtjo2tzqylhof04,Octavia W,2015-05-22T02:33:26.041000,&#8220,0,,,,,,,,,,,,,
Shakira,106,z13egzvw2peys54lo221i3zxjxucfbski,Elena Macchiaverna,2015-05-22T01:21:46.397000,"&#8220;@alexvelazquez49: Jordyn stays making fun of how I eat like a little bitch""",0,,,,,,,,,,,,,
Shakira,107,z13lgjxz2teyzdxmu23ze3ng1qmjgbsme,The Emerald Minecraft,2015-05-22T00:47:50.295000,&#8220,0,,,,,,,,,,,,,
Shakira,108,z13qel3p2qaoexzhh04cjxniunrpzrtjro40k,Shakira Forever,2015-05-22T00:36:04.509000,&#8220,0,,,,,,,,,,,,,
Shakira,109,z134y1ki5svvwt43i23wz5kqsxmaettuu,AlabaGames,2015-05-22T00:31:43.922000,&#8220,1,,,,,,,,,,,,,
Shakira,110,z12gsna4hquwjhkfd22udv3gtmjtjr5ta,Tillolo79,2015-05-21T22:54:24.249000,&#8220,0,,,,,,,,,,,,,
Shakira,111,z13chhog1nbldb2xp04cgtkxcx35z1djpf0,Free Video Tv,2015-05-21T21:15:41.869000,&#8220,1,,,,,,,,,,,,,
Shakira,112,z13cdr2rzsjxxtmjj04cinebunydzthitmk0k,Olda87 CZ,2015-05-21T18:12:34.046000,&#8220,0,,,,,,,,,,,,,
Shakira,113,z12rsvvxiwi0j5hat04ccbjg4kjtihhox5o,Дмитрий Гаврилов,2015-05-21T16:29:03.583000,&#8220,0,,,,,,,,,,,,,
Shakira,114,z13fupk5zkfpjhnws04chl4w3zf0dnkrkl40k,Berthe Etale Bengue,2015-05-21T15:34:32.783000,&#8220,0,,,,,,,,,,,,,
Shakira,115,z121fvtbjuq0endru04cfjfofknoyteh3jk,liliana ciancio,2015-05-21T14:52:58.650000,&#8220,0,,,,,,,,,,,,,
Shakira,116,z13wxxjz4ozfcjom122ushyqfru5uxlk5,Diego Donzelli,2015-05-21T14:51:22.565000,&#8220,0,,,,,,,,,,,,,
Shakira,117,z133ibkihkmaj3bfq22rilaxmp2yt54nb,Debora Favacho (Debora Sparkle),2015-05-21T14:08:41.338000,&#8220,0,,,,,,,,,,,,,
Shakira,118,z13pfdriymyhzlhwu04chlfgtprmdfbitzs0k,林思鳳,2015-05-21T12:35:28.603000,&#8220,0,,,,,,,,,,,,,
Shakira,119,z123eldrazr3wlyd222zitmg1y2jin1rf04,Mahya Roohi,2015-05-21T08:19:31.099000,"&#8220;@bigg_boss23: I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..&#8221; http://t.co/Kf6pxGKJXr",0,,,,,,,,,,,,,
Shakira,120,z13tuhvy3vmwxbprk04ci35w5luiwfi4lgk,strong heart,2015-05-21T08:00:58.240000,&#8220,0,,,,,,,,,,,,,
Shakira,121,z12zi5bjouv2tbalt23cvzbymuaayju5d04,Ec Martinez,2015-05-21T02:28:12.963000,&#8220,0,,,,,,,,,,,,,
Shakira,122,z12uftdyclu0s1mbc04cffvjlrukxpl5zdg,Napoleon Maldia,2015-05-21T01:53:33.012000,&#8220,0,,,,,,,,,,,,,
Shakira,123,z13ccr5putughnbke23ui3kg5mjvhzzyh04,Camila Rodrigues,2015-05-21T01:27:39.321000,"&#8220;@briceokc: ""cigarettes are so gross"" -half the bitches that smoke cigarettes &#128530;&#8221; @gfys__",0,,,,,,,,,,,,,
Shakira,124,z12muzijetuwf3qgm04ce1nafxvtj535ao40k,Trollsif Stalin,2015-05-21T01:05:19.225000,&#8220,0,,,,,,,,,,,,,
Shakira,125,z12kchhgyvetifahq04cez1gdnfhfltxvcg,Ayano Hattori,2015-05-21T00:04:37.489000,&#8220,0,,,,,,,,,,,,,
Shakira,126,z13gut2zbtidsnbew23sylmaxrfxhrimv,John Wilkie,2015-05-20T19:35:54.615000,&#8220,0,,,,,,,,,,,,,
Shakira,127,z12xi1iaory1jvmlu23xfrayazjrv3jlj,Lili♥,2015-05-20T17:20:19.177000,&#8220,0,,,,,,,,,,,,,
Shakira,128,z13fzxyw3q3bupy0w22oc3wrmu2qdtmu4,Lucas Bonini,2015-05-20T17:15:30.741000,&#8220,1,,,,,,,,,,,,,
Shakira,129,z13vuf3jnrncwzree22ac3sils25edx4h04,ibrahim kula,2015-05-20T16:53:38.768000,&#8220,0,,,,,,,,,,,,,
Shakira,130,z134htyq0xbgvvowg04cehpiox35d5chu1s,THE GAMER OF TOMORROW,2015-05-20T14:56:07.374000,&#8220,0,,,,,,,,,,,,,
Shakira,131,z12tuvbodnn5ipp3o22mxnarfnnrxbq4z04,Basanagowda Policepatil,2015-05-20T14:47:02.884000,&#8220,0,,,,,,,,,,,,,
Shakira,132,z131uprw3qv4w5iou04cjbbgtvjedpoonvs0k,Ruchira Naidu,2015-05-20T14:34:27.224000,&#8220,1,,,,,,,,,,,,,
Shakira,133,z130ilq4jomxx1poy04cjvniyzbqjzrjpqc0k,Play Now,2015-05-20T10:06:29.780000,&#8220,0,,,,,,,,,,,,,
Shakira,134,z12guhfqxzvgy3sxc04ccblrqxbmvperiqg0k,vimal singhania,2015-05-20T09:48:09.938000,&#8220,0,,,,,,,,,,,,,
Shakira,135,z12bf3fptyfkzh44n04cdbxbnyanujcy2u00k,Dara O,2015-05-20T02:39:10.745000,&#8220,s. I will miss it.   <br />   ﻿,0,,,,,,,,,,,,
Shakira,136,z130g5myrnncvnns3225s5jqjkqwi5de2,Samuel Hsu,2015-05-20T02:24:46.417000,&#8220,0,,,,,,,,,,,,,
Shakira,137,z13zwzgpxmihuzumx23mxf2agufctlajp04,Matheus Ribeiro,2015-05-20T01:41:33.711000,"&#8220;@codizzlleee: @Satisfied_x @Stfu_NobodyCare well we all know Victoria's Secret now.&#8221;
Yea and we all the Cocoa Puff bird fucking",0,,,,,,,,,,,,,
Shakira,138,z13qfn5yusqoslnn222dutdw4yqmhzhej,LiveLikeLien x,2015-05-20T00:57:56.444000,&#8220,0,,,,,,,,,,,,,
Shakira,139,z12ivloo2snustjpe04cdbf5bknuudrxpdw,LiveLikeLien x,2015-05-20T00:57:28.965000,&#8220,0,,,,,,,,,,,,,
Shakira,140,z13oc3rzqy2pwxors04cflibxy2zutsakz40k,Kalle Eklund,2015-05-19T23:29:31.994000,&#8220,0,,,,,,,,,,,,,
Shakira,141,z125trmyqrbaijwhf04cctobjlq4ixy4gz00k,Mohamed Anhari,2015-05-19T23:02:25.583000,&#8220,0,,,,,,,,,,,,,
Shakira,142,z12binsaxx3yiti1322df3pgvmqgurgp104,SmokinBlue,2015-05-19T22:08:37.320000,&#8220,0,,,,,,,,,,,,,
Shakira,143,z12nivexgtecgn3dd233jpupkve4gztnk,Tomke Brate,2015-05-19T20:02:18.759000,&#8220,0,,,,,,,,,,,,,
Shakira,144,z13nshrbexf5xnur204cjvtimtu0xrnwm4o,KILLER SVK,2015-05-19T19:12:17.614000,&#8220,0,,,,,,,,,,,,,
Shakira,145,z124dtzgsrbsw1kxh04cgpdjqlv3ghegsms0k,LaiLa Steudle,2015-05-19T19:06:50.714000,"&#8220;@concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!
Bravo!",0,,,,,,,,,,,,,
Shakira,146,z12uyzyjxtysunbmn235efxoisv3ena4q04,LaiLa Steudle,2015-05-19T19:05:28.470000,&#8220,0,,,,,,,,,,,,,
Shakira,147,z12jxbfwpnr2u3g1z23sshzxdobre3x0f,nosa bella,2015-05-18T22:19:53.735000,"&#8220;@cooney_mane: @BrianMC630 ""they played a great job"" who's the retard now?&#8221;

&#128514;&#128514;&#128514;",1,,,,,,,,,,,,,
Shakira,148,z13rv5wieu2fdnogl04cdl0bdmjuunpwcnk0k,C Williams,2015-05-18T21:51:36.079000,&#8220,1,,,,,,,,,,,,,
Shakira,149,z12yhleh5k2lcxtr304chn2gatiwur3xhz40k,Lizle Productions,2015-05-16T11:33:22.322000,&#8220,s time for Africa)<br /><br />2- Can&#39,t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,1,,,,,,,,,,,
Shakira,150,z122tvoquqzuirdhu04cfbfznza2jt05juk0k,gamila Khalil,2015-05-14T19:02:59.210000,&#8220,1,,,,,,,,,,,,,
Shakira,151,z13jgncbqw2cwjroj04cfxjisoyrsj2z4kw0k,Nancy Kiragu,2015-05-12T11:48:27.242000,&#8220,1,,,,,,,,,,,,,
Shakira,152,z13ri55z2su3xp2v123ie1ywjn31zj0sl,RezAIIDay,2015-05-11T19:01:00.573000,&#8220,1,,,,,,,,,,,,,
Shakira,153,z13dhjwwakylwb1ed23vd1mpsmnju5n0o,GALAXIAN HD,2015-05-09T16:51:31.436000,"&#8220;@dablueprint: @NigelDixon1 Just think if Alex won some games!&#8221; That sorry son of a bitch will never ""win"" us a game",1,,,,,,,,,,,,,
Shakira,154,z13lwva51nepgdxi404ceffbmqnfgje410c,‫انس الغامدي‬‎,2015-05-09T00:09:35.368000,&#8220,1,,,,,,,,,,,,,
Shakira,155,z13axdfy2v21eltyr04cib5jvzz3etij0g0,GamezZ MTA,2015-05-09T00:08:26.185000,&#8220,1,,,,,,,,,,,,,
Shakira,156,z12rvnaqcprqe1jmt23fynpy0ziidrrzg04,joory amora,2015-05-09T00:07:53.422000,"&#8220;@dappermuke: i'll be a bitch when i have to be a bitch :)

#fandomapology 
#5sosFamAnd1DfandomFollowParty&#8221; PREACH",1,,,,,,,,,,,,,
Shakira,157,z12nsvmo4yrifjeg504cfdvrhm2vt5p4wfg,Simon Morales,2015-05-08T20:28:10.938000,&#8220,1,,,,,,,,,,,,,
Shakira,158,z13oxjdhkxzqyti1123rvxox2om4fpqqt04,Felipe Browne,2015-05-08T01:52:42.291000,&#8220,1,,,,,,,,,,,,,
Shakira,159,z12ohx343rfzs3nmz22rfnzbkqvqtnxwt04,CliP ArT shoW,2015-05-06T07:40:02.079000,&#8220,1,,,,,,,,,,,,,
Shakira,160,z13tgdxgmputf1xfk22jjzhqgpi4v3xo104,Pauline Martinez,2015-05-06T03:21:12.870000,"&#8220;@dlogue22: Asians have short beds, my feet are hanging off the edge of the bed &#128514;&#8221; cuddle me bitch I'm right beside you",1,,,,,,,,,,,,,
Shakira,161,z13zhngyrsyeffkvf22cjvtofreiub1lp,Hawa Bah,2015-05-03T17:20:32.978000,"&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin",1,,,,,,,,,,,,,
Shakira,162,z131i1xypyunynkci22ijfxr2tuaf1nav04,Si Ham,2015-04-30T07:59:41.488000,&#8220,1,,,,,,,,,,,,,
Shakira,163,z13asbvq1n2ttvptn23vd1mpsmnju5n0o,GALAXIAN HD,2015-04-26T17:36:25.815000,&#8220,1,,,,,,,,,,,,,
Shakira,164,z13szlz5sp2zw3fxc04cc3nbhlmjxnphivg0k,Robloxia Asap,2015-04-25T19:54:03.298000,&#8220,s I how you doing subscribe to me I brake things<br /><br />-_-﻿,1,,,,,,,,,,,,
Shakira,165,z133vdcgmrijgrhld22zst0i2nfnvdvxa04,How To,2015-04-25T06:38:00.463000,&#8220,1,,,,,,,,,,,,,
Shakira,166,z13twxvoxwz1f11pk04cij1b0zi1ifbhdno0k,mariam shoja,2015-04-23T10:14:34.527000,&#8220,1,,,,,,,,,,,,,
Shakira,167,z134zb2xvybxwt54s04cexswtliatpbqxjs,Marius Dima,2015-04-23T09:27:06.888000,&#8220,1,,,,,,,,,,,,,
Shakira,168,z12gj5gi4leawfcni225jty5wzvecj53m,Jet Lee,2015-04-23T08:08:38.925000,&#8220,1,,,,,,,,,,,,,
Shakira,169,z13eupqxoyr2jf4xm04cetijyrjezfxovgw,500 Subscribers with no videos?,2015-04-22T17:36:57.326000,&#8220,1,,,,,,,,,,,,,
Shakira,170,_2viQ_Qnc6_pJLNSe-ysm1Q4pDNKWrl6EWw0cSIBV14,Ali Reza Nipu,2013-11-05T06:23:41.092000,&#8220,1,,,,,,,,,,,,,
Shakira,171,_2viQ_Qnc6_-PxFkTE_Kx-BN9mjiueYqg5wrx_hMGb4,angela pollman,2013-11-04T01:38:02.979000,&#8220,1,,,,,,,,,,,,,
Shakira,172,_2viQ_Qnc6_ZYkMn1fS805Z6oy8ImeO6pSjMLAlwYfM,mile panika,2013-11-03T14:39:42.248000,&#8220,1,,,,,,,,,,,,,
Shakira,173,_2viQ_Qnc6_NsO9XDTWC1TlbTRevVI-QGIqkXxuyl60,AllDailyVines,2013-11-03T12:11:52.335000,&#8220,1,,,,,,,,,,,,,
Shakira,174,_2viQ_Qnc6_J91n3DVA-4R9BjK8WFHtrJvrEn31ogGU,prem kumar,2013-11-03T11:15:28.071000,&#8220,1,,,,,,,,,,,,,
Shakira,175,_2viQ_Qnc68YSD3Jr7qwbu0qvY0HeLZysgcn6ievlLI,rijia babu,2013-11-02T15:17:41.037000,&#8220,1,,,,,,,,,,,,,
Shakira,176,_2viQ_Qnc6-_qc98D_T8ICCw3meS1f1YJqU9SA-X1t4,lildeneiro,2013-11-01T11:03:14.840000,&#8220,1,,,,,,,,,,,,,
Shakira,177,_2viQ_Qnc6-FlNdROU4zIseFCr76DMg7l8N-trEo764,real money,2013-10-30T15:55:56.097000,&#8220,1,,,,,,,,,,,,,
Shakira,178,_2viQ_Qnc6_1RPym_S70n6Rv617-TI9Z8GVhGlwXs_I,AllDailyVines,2013-10-28T00:00:12.526000,&#8220,1,,,,,,,,,,,,,
Shakira,179,_2viQ_Qnc68YBtosyTVGLy_Fs4YYXoiWd5-wKXnaIw4,celebsongspoof,2013-10-27T19:00:17.015000,"&#8220;@flowerlela: Fucking slut&#8221;

FOREAL, fuck dat bitch.",1,,,,,,,,,,,,,
Shakira,180,_2viQ_Qnc69LaqGJOI7p8VvK_26tIy8R0g_z-_ye79c,Laura Brown,2013-10-27T02:55:06.764000,&#8220,1,,,,,,,,,,,,,
